*錒 *锕
*匲 *奁

*奩 *奁

*匳 *奁

*憐 *怜

*褳 *裢

*聯 *联

*謰 *

*簾 *帘

*鐮 *镰

*鰱 *鲢

*籢 *奁

*槤 *梿

*璉 *琏

*斂 *敛

*歛 *敛

*臉 *脸

*襝 *裣

*蘞 *蔹

*煉 *炼

*練 *练

*殮 *殓

*鍊 *炼

*鏈 *链

*瀲 *潋

*鰊 *

*戀 *恋

*涼 *凉

*綡 *𫟅

*樑 *梁

*輬 *辌

*糧 *粮

*兩 *两

*魎 *魉

*諒 *谅

*輛 *辆

*遼 *辽

*療 *疗

*繚 *缭

*鐐 *镣

*鷯 *鹩

*釕 *钌

*瞭 *了

*獵 *猎

*鱲 *𫚭

*惏 *婪

*粦 *磷

*痳 *淋

*鄰 *邻

*隣 *邻

*燐 *磷

*臨 *临

*麐 *麟

*轔 *辚

*鏻 *

*驎 *

*鱗 *鳞

*稟 *禀

*凜 *凛

*廩 *廪

*懍 *懔

*檁 *檩

*恡 *吝

*賃 *赁

*藺 *蔺

*躪 *躏

*淩 *凌

*鈴 *铃

*綾 *绫

*蔆 *菱

*鴒 *鸰

*霛 *灵

*鯪 *鲮

*齡 *龄

*櫺 *棂

*靈 *灵

*欞 *棂

*領 *领

*嶺 *岭

*畱 *留

*瑠 *琉

*劉 *刘

*璢 *琉

*癅 *瘤

*瀏 *浏

*鎦 *镏

*餾 *馏

*鏐 *镠

*飀 *飗

*騮 *骝

*鶹 *鹠

*栁 *柳

*桺 *柳

*綹 *绺

*鋶 *锍

*霤 *溜

*鷚 *鹨

*龍 *龙

*嚨 *咙

*瀧 *泷

*蘢 *茏

*曨 *昽

*朧 *胧

*櫳 *栊

*瓏 *珑

*矓 *眬

*礱 *砻

*籠 *笼

*聾 *聋

*隴 *陇

*壟 *垄

*壠 *垄

*攏 *拢

*哢 *咔

*衖 *弄

*婁 *娄

*僂 *偻

*嘍 *喽

*蔞 *蒌

*樓 *楼

*耬 *耧

*螻 *蝼

*髏 *髅

*塿 *𪣻

*嶁 *嵝

*摟 *搂

*漊 *溇

*簍 *篓

*瘺 *瘘

*瘻 *瘘

*鏤 *镂

*嚕 *噜

*擼 *撸

*盧 *卢

*壚 *垆

*廬 *庐

*瀘 *泸

*蘆 *芦

*櫨 *栌

*爐 *炉

*瓐 *

*臚 *胪

*罏 *垆

*艫 *舻

*轤 *轳

*鑪 *炉

*鑪 *

*顱 *颅

*鱸 *鲈

*鸕 *鸬

*鹵 *卤

*虜 *虏

*滷 *卤

*魯 *鲁

*擄 *掳

*瀂 *澛

*櫓 *橹

*氌 *氇

*艣 *橹

*艪 *橹

*鑥 *镥

*陸 *陆

*淥 *渌

*祿 *禄

